#;MsgType;Timestamp;Lat;Lon;SpeedKnots;SpeedKmph;TrueHeading;MagnHeading
32963;RMC;12/26/2016 10:59:32 PM;49.2096509166667;16.60023685;;;;
32964;;;;;;;;NMEA message parser not found for RMB.
32965;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32966;GSA;;;;;;;
32967;GSV;;;;;;;
32968;GSV;;;;;;;
32969;;;;;;;;NMEA message parser not found for GRM.
32970;RMC;12/26/2016 10:59:33 PM;49.2096600333333;16.6002327166667;;;;
32971;;;;;;;;NMEA message parser not found for RMB.
32972;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32973;GSA;;;;;;;
32974;GSV;;;;;;;
32975;GSV;;;;;;;
32976;;;;;;;;NMEA message parser not found for GRM.
32977;RMC;12/26/2016 10:59:34 PM;49.20966915;16.6002285666667;;;;
32978;;;;;;;;NMEA message parser not found for RMB.
32979;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32980;GSA;;;;;;;
32981;GSV;;;;;;;
32982;GSV;;;;;;;
32983;;;;;;;;NMEA message parser not found for GRM.
32984;RMC;12/26/2016 10:59:35 PM;49.20967825;16.6002244333333;;;;
32985;;;;;;;;NMEA message parser not found for RMB.
32986;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32987;GSA;;;;;;;
32988;GSV;;;;;;;
32989;GSV;;;;;;;
32990;;;;;;;;NMEA message parser not found for GRM.
32991;RMC;12/26/2016 10:59:36 PM;49.2096873666667;16.6002202833333;;;;
32992;;;;;;;;NMEA message parser not found for RMB.
32993;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
32994;GSA;;;;;;;
32995;GSV;;;;;;;
32996;GSV;;;;;;;
32997;;;;;;;;NMEA message parser not found for GRM.
32998;RMC;12/26/2016 10:59:37 PM;49.2096964833333;16.60021615;;;;
32999;;;;;;;;NMEA message parser not found for RMB.
33000;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33001;GSA;;;;;;;
33002;GSV;;;;;;;
33003;GSV;;;;;;;
33004;;;;;;;;NMEA message parser not found for GRM.
33005;RMC;12/26/2016 10:59:38 PM;49.2097056;16.600212;;;;
33006;;;;;;;;NMEA message parser not found for RMB.
33007;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33008;GSA;;;;;;;
33009;GSV;;;;;;;
33010;GSV;;;;;;;
33011;;;;;;;;NMEA message parser not found for GRM.
33012;RMC;12/26/2016 10:59:39 PM;49.2097147;16.6002078666667;;;;
33013;;;;;;;;NMEA message parser not found for RMB.
33014;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33015;GSA;;;;;;;
33016;GSV;;;;;;;
33017;GSV;;;;;;;
33018;;;;;;;;NMEA message parser not found for GRM.
33019;RMC;12/26/2016 10:59:40 PM;49.2097238166667;16.6002037166667;;;;
33020;;;;;;;;NMEA message parser not found for RMB.
33021;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33022;GSA;;;;;;;
33023;GSV;;;;;;;
33024;GSV;;;;;;;
33025;;;;;;;;NMEA message parser not found for GRM.
33026;RMC;12/26/2016 10:59:41 PM;49.2097329333333;16.6001995833333;;;;
33027;;;;;;;;NMEA message parser not found for RMB.
33028;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33029;GSA;;;;;;;
33030;GSV;;;;;;;
33031;GSV;;;;;;;
33032;;;;;;;;NMEA message parser not found for GRM.
33033;RMC;12/26/2016 10:59:42 PM;49.20974205;16.6001954333333;;;;
33034;;;;;;;;NMEA message parser not found for RMB.
33035;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33036;GSA;;;;;;;
33037;GSV;;;;;;;
33038;GSV;;;;;;;
33039;;;;;;;;NMEA message parser not found for GRM.
33040;RMC;12/26/2016 10:59:43 PM;49.2097511666667;16.6001912833333;;;;
33041;;;;;;;;NMEA message parser not found for RMB.
33042;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33043;GSA;;;;;;;
33044;GSV;;;;;;;
33045;GSV;;;;;;;
33046;;;;;;;;NMEA message parser not found for GRM.
33047;RMC;12/26/2016 10:59:44 PM;49.2097602666667;16.60018715;;;;
33048;;;;;;;;NMEA message parser not found for RMB.
33049;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33050;GSA;;;;;;;
33051;GSV;;;;;;;
33052;GSV;;;;;;;
33053;;;;;;;;NMEA message parser not found for GRM.
33054;RMC;12/26/2016 10:59:45 PM;49.2097693833333;16.600183;;;;
33055;;;;;;;;NMEA message parser not found for RMB.
33056;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33057;GSA;;;;;;;
33058;GSV;;;;;;;
33059;GSV;;;;;;;
33060;;;;;;;;NMEA message parser not found for GRM.
33061;RMC;12/26/2016 10:59:46 PM;49.2097785;16.6001788666667;;;;
33062;;;;;;;;NMEA message parser not found for RMB.
33063;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33064;GSA;;;;;;;
33065;GSV;;;;;;;
33066;GSV;;;;;;;
33067;;;;;;;;NMEA message parser not found for GRM.
33068;RMC;12/26/2016 10:59:47 PM;49.2097876166667;16.6001747166667;;;;
33069;;;;;;;;NMEA message parser not found for RMB.
33070;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33071;GSA;;;;;;;
33072;GSV;;;;;;;
33073;GSV;;;;;;;
33074;;;;;;;;NMEA message parser not found for GRM.
33075;RMC;12/26/2016 10:59:48 PM;49.2097967166667;16.6001705833333;;;;
33076;;;;;;;;NMEA message parser not found for RMB.
33077;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33078;GSA;;;;;;;
33079;GSV;;;;;;;
33080;GSV;;;;;;;
33081;;;;;;;;NMEA message parser not found for GRM.
33082;RMC;12/26/2016 10:59:49 PM;49.209798;16.6001614;;;;
33083;;;;;;;;NMEA message parser not found for RMB.
33084;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33085;GSA;;;;;;;
33086;GSV;;;;;;;
33087;GSV;;;;;;;
33088;;;;;;;;NMEA message parser not found for GRM.
33089;RMC;12/26/2016 10:59:50 PM;49.209798;16.6001513833333;;;;
33090;;;;;;;;NMEA message parser not found for RMB.
33091;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33092;GSA;;;;;;;
33093;GSV;;;;;;;
33094;GSV;;;;;;;
33095;;;;;;;;NMEA message parser not found for GRM.
33096;RMC;12/26/2016 10:59:51 PM;49.209798;16.6001413666667;;;;
33097;;;;;;;;NMEA message parser not found for RMB.
33098;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33099;GSA;;;;;;;
33100;GSV;;;;;;;
33101;GSV;;;;;;;
33102;;;;;;;;NMEA message parser not found for GRM.
33103;RMC;12/26/2016 10:59:52 PM;49.209798;16.6001313666667;;;;
33104;;;;;;;;NMEA message parser not found for RMB.
33105;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33106;GSA;;;;;;;
33107;GSV;;;;;;;
33108;GSV;;;;;;;
33109;;;;;;;;NMEA message parser not found for GRM.
33110;RMC;12/26/2016 10:59:53 PM;49.209798;16.60012135;;;;
33111;;;;;;;;NMEA message parser not found for RMB.
33112;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33113;GSA;;;;;;;
33114;GSV;;;;;;;
33115;GSV;;;;;;;
33116;;;;;;;;NMEA message parser not found for GRM.
33117;RMC;12/26/2016 10:59:54 PM;49.209798;16.60011135;;;;
33118;;;;;;;;NMEA message parser not found for RMB.
33119;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33120;GSA;;;;;;;
33121;GSV;;;;;;;
33122;GSV;;;;;;;
33123;;;;;;;;NMEA message parser not found for GRM.
33124;RMC;12/26/2016 10:59:55 PM;49.209798;16.6001013333333;;;;
33125;;;;;;;;NMEA message parser not found for RMB.
33126;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33127;GSA;;;;;;;
33128;GSV;;;;;;;
33129;GSV;;;;;;;
33130;;;;;;;;NMEA message parser not found for GRM.
33131;RMC;12/26/2016 10:59:56 PM;49.2097971333333;16.6000914333333;;;;
33132;;;;;;;;NMEA message parser not found for RMB.
33133;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33134;GSA;;;;;;;
33135;GSV;;;;;;;
33136;GSV;;;;;;;
33137;;;;;;;;NMEA message parser not found for GRM.
33138;RMC;12/26/2016 10:59:57 PM;49.2097947666667;16.6000817;;;;
33139;;;;;;;;NMEA message parser not found for RMB.
33140;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33141;GSA;;;;;;;
33142;GSV;;;;;;;
33143;GSV;;;;;;;
33144;;;;;;;;NMEA message parser not found for GRM.
33145;RMC;12/26/2016 10:59:58 PM;49.2097924;16.6000719666667;;;;
33146;;;;;;;;NMEA message parser not found for RMB.
33147;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33148;GSA;;;;;;;
33149;GSV;;;;;;;
33150;GSV;;;;;;;
33151;;;;;;;;NMEA message parser not found for GRM.
33152;RMC;12/26/2016 10:59:59 PM;49.20979005;16.60006225;;;;
33153;;;;;;;;NMEA message parser not found for RMB.
33154;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33155;GSA;;;;;;;
33156;GSV;;;;;;;
33157;GSV;;;;;;;
33158;;;;;;;;NMEA message parser not found for GRM.
33159;RMC;12/26/2016 11:00:00 PM;49.2097876833333;16.6000525166667;;;;
33160;;;;;;;;NMEA message parser not found for RMB.
33161;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33162;GSA;;;;;;;
33163;GSV;;;;;;;
33164;GSV;;;;;;;
33165;;;;;;;;NMEA message parser not found for GRM.
33166;RMC;12/26/2016 11:00:01 PM;49.2097853166667;16.6000427833333;;;;
33167;;;;;;;;NMEA message parser not found for RMB.
33168;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33169;GSA;;;;;;;
33170;GSV;;;;;;;
33171;GSV;;;;;;;
33172;;;;;;;;NMEA message parser not found for GRM.
33173;RMC;12/26/2016 11:00:02 PM;49.20978295;16.6000330666667;;;;
33174;;;;;;;;NMEA message parser not found for RMB.
33175;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33176;GSA;;;;;;;
33177;GSV;;;;;;;
33178;GSV;;;;;;;
33179;;;;;;;;NMEA message parser not found for GRM.
33180;RMC;12/26/2016 11:00:03 PM;49.2097806;16.6000233333333;;;;
33181;;;;;;;;NMEA message parser not found for RMB.
33182;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33183;GSA;;;;;;;
33184;GSV;;;;;;;
33185;GSV;;;;;;;
33186;;;;;;;;NMEA message parser not found for GRM.
33187;RMC;12/26/2016 11:00:04 PM;49.2097782333333;16.6000136166667;;;;
33188;;;;;;;;NMEA message parser not found for RMB.
33189;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33190;GSA;;;;;;;
33191;GSV;;;;;;;
33192;GSV;;;;;;;
33193;;;;;;;;NMEA message parser not found for GRM.
33194;RMC;12/26/2016 11:00:05 PM;49.2097758666667;16.6000038833333;;;;
33195;;;;;;;;NMEA message parser not found for RMB.
33196;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33197;GSA;;;;;;;
33198;GSV;;;;;;;
33199;GSV;;;;;;;
33200;;;;;;;;NMEA message parser not found for GRM.
33201;RMC;12/26/2016 11:00:06 PM;49.2097735;16.59999415;;;;
33202;;;;;;;;NMEA message parser not found for RMB.
33203;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33204;GSA;;;;;;;
33205;GSV;;;;;;;
33206;GSV;;;;;;;
33207;;;;;;;;NMEA message parser not found for GRM.
33208;RMC;12/26/2016 11:00:07 PM;49.2097711333333;16.5999844333333;;;;
33209;;;;;;;;NMEA message parser not found for RMB.
33210;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33211;GSA;;;;;;;
33212;GSV;;;;;;;
33213;GSV;;;;;;;
33214;;;;;;;;NMEA message parser not found for GRM.
33215;RMC;12/26/2016 11:00:08 PM;49.2097687833333;16.5999747;;;;
33216;;;;;;;;NMEA message parser not found for RMB.
33217;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33218;GSA;;;;;;;
33219;GSV;;;;;;;
33220;GSV;;;;;;;
33221;;;;;;;;NMEA message parser not found for GRM.
33222;RMC;12/26/2016 11:00:09 PM;49.2097664166667;16.5999649666667;;;;
33223;;;;;;;;NMEA message parser not found for RMB.
33224;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33225;GSA;;;;;;;
33226;GSV;;;;;;;
33227;GSV;;;;;;;
33228;;;;;;;;NMEA message parser not found for GRM.
33229;RMC;12/26/2016 11:00:10 PM;49.20976405;16.59995525;;;;
33230;;;;;;;;NMEA message parser not found for RMB.
33231;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33232;GSA;;;;;;;
33233;GSV;;;;;;;
33234;GSV;;;;;;;
33235;;;;;;;;NMEA message parser not found for GRM.
33236;RMC;12/26/2016 11:00:11 PM;49.2097616833333;16.5999455166667;;;;
33237;;;;;;;;NMEA message parser not found for RMB.
33238;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33239;GSA;;;;;;;
33240;GSV;;;;;;;
33241;GSV;;;;;;;
33242;;;;;;;;NMEA message parser not found for GRM.
33243;RMC;12/26/2016 11:00:12 PM;49.2097593333333;16.5999358;;;;
33244;;;;;;;;NMEA message parser not found for RMB.
33245;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33246;GSA;;;;;;;
33247;GSV;;;;;;;
33248;GSV;;;;;;;
33249;;;;;;;;NMEA message parser not found for GRM.
33250;RMC;12/26/2016 11:00:13 PM;49.2097569666667;16.5999260666667;;;;
33251;;;;;;;;NMEA message parser not found for RMB.
33252;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33253;GSA;;;;;;;
33254;GSV;;;;;;;
33255;GSV;;;;;;;
33256;;;;;;;;NMEA message parser not found for GRM.
33257;RMC;12/26/2016 11:00:14 PM;49.2097546;16.5999163333333;;;;
33258;;;;;;;;NMEA message parser not found for RMB.
33259;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33260;GSA;;;;;;;
33261;GSV;;;;;;;
33262;GSV;;;;;;;
33263;;;;;;;;NMEA message parser not found for GRM.
33264;RMC;12/26/2016 11:00:15 PM;49.2097522333333;16.5999066166667;;;;
33265;;;;;;;;NMEA message parser not found for RMB.
33266;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33267;GSA;;;;;;;
33268;GSV;;;;;;;
33269;GSV;;;;;;;
33270;;;;;;;;NMEA message parser not found for GRM.
33271;RMC;12/26/2016 11:00:16 PM;49.2097498666667;16.5998968833333;;;;
33272;;;;;;;;NMEA message parser not found for RMB.
33273;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33274;GSA;;;;;;;
33275;GSV;;;;;;;
33276;GSV;;;;;;;
33277;;;;;;;;NMEA message parser not found for GRM.
33278;RMC;12/26/2016 11:00:17 PM;49.2097475166667;16.59988715;;;;
33279;;;;;;;;NMEA message parser not found for RMB.
33280;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33281;GSA;;;;;;;
33282;GSV;;;;;;;
33283;GSV;;;;;;;
33284;;;;;;;;NMEA message parser not found for GRM.
33285;RMC;12/26/2016 11:00:18 PM;49.20974515;16.5998774333333;;;;
33286;;;;;;;;NMEA message parser not found for RMB.
33287;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33288;GSA;;;;;;;
33289;GSV;;;;;;;
33290;GSV;;;;;;;
33291;;;;;;;;NMEA message parser not found for GRM.
33292;RMC;12/26/2016 11:00:19 PM;49.2097427833333;16.5998677;;;;
33293;;;;;;;;NMEA message parser not found for RMB.
33294;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33295;GSA;;;;;;;
33296;GSV;;;;;;;
33297;GSV;;;;;;;
33298;;;;;;;;NMEA message parser not found for GRM.
33299;RMC;12/26/2016 11:00:20 PM;49.2097404166667;16.5998579833333;;;;
33300;;;;;;;;NMEA message parser not found for RMB.
33301;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33302;GSA;;;;;;;
33303;GSV;;;;;;;
33304;GSV;;;;;;;
33305;;;;;;;;NMEA message parser not found for GRM.
33306;RMC;12/26/2016 11:00:21 PM;49.2097380666667;16.59984825;;;;
33307;;;;;;;;NMEA message parser not found for RMB.
33308;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33309;GSA;;;;;;;
33310;GSV;;;;;;;
33311;GSV;;;;;;;
33312;;;;;;;;NMEA message parser not found for GRM.
33313;RMC;12/26/2016 11:00:22 PM;49.2097354666667;16.5998385833333;;;;
33314;;;;;;;;NMEA message parser not found for RMB.
33315;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33316;GSA;;;;;;;
33317;GSV;;;;;;;
33318;GSV;;;;;;;
33319;;;;;;;;NMEA message parser not found for GRM.
33320;RMC;12/26/2016 11:00:23 PM;49.2097328666667;16.5998289166667;;;;
33321;;;;;;;;NMEA message parser not found for RMB.
33322;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33323;GSA;;;;;;;
33324;GSV;;;;;;;
33325;GSV;;;;;;;
33326;;;;;;;;NMEA message parser not found for GRM.
33327;RMC;12/26/2016 11:00:24 PM;49.2097302666667;16.59981925;;;;
33328;;;;;;;;NMEA message parser not found for RMB.
33329;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33330;GSA;;;;;;;
33331;GSV;;;;;;;
33332;GSV;;;;;;;
33333;;;;;;;;NMEA message parser not found for GRM.
33334;RMC;12/26/2016 11:00:25 PM;49.20972765;16.5998095833333;;;;
33335;;;;;;;;NMEA message parser not found for RMB.
33336;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33337;GSA;;;;;;;
33338;GSV;;;;;;;
33339;GSV;;;;;;;
33340;;;;;;;;NMEA message parser not found for GRM.
33341;RMC;12/26/2016 11:00:26 PM;49.20972505;16.5997999166667;;;;
33342;;;;;;;;NMEA message parser not found for RMB.
33343;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33344;GSA;;;;;;;
33345;GSV;;;;;;;
33346;GSV;;;;;;;
33347;;;;;;;;NMEA message parser not found for GRM.
33348;RMC;12/26/2016 11:00:27 PM;49.20972245;16.59979025;;;;
33349;;;;;;;;NMEA message parser not found for RMB.
33350;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33351;GSA;;;;;;;
33352;GSV;;;;;;;
33353;GSV;;;;;;;
33354;;;;;;;;NMEA message parser not found for GRM.
33355;RMC;12/26/2016 11:00:28 PM;49.20971985;16.5997805833333;;;;
33356;;;;;;;;NMEA message parser not found for RMB.
33357;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33358;GSA;;;;;;;
33359;GSV;;;;;;;
33360;GSV;;;;;;;
33361;;;;;;;;NMEA message parser not found for GRM.
33362;RMC;12/26/2016 11:00:29 PM;49.20971725;16.5997709166667;;;;
33363;;;;;;;;NMEA message parser not found for RMB.
33364;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33365;GSA;;;;;;;
33366;GSV;;;;;;;
33367;GSV;;;;;;;
33368;;;;;;;;NMEA message parser not found for GRM.
33369;RMC;12/26/2016 11:00:30 PM;49.20971465;16.59976125;;;;
33370;;;;;;;;NMEA message parser not found for RMB.
33371;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33372;GSA;;;;;;;
33373;GSV;;;;;;;
33374;GSV;;;;;;;
33375;;;;;;;;NMEA message parser not found for GRM.
33376;RMC;12/26/2016 11:00:31 PM;49.20971205;16.5997515833333;;;;
33377;;;;;;;;NMEA message parser not found for RMB.
33378;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33379;GSA;;;;;;;
33380;GSV;;;;;;;
33381;GSV;;;;;;;
33382;;;;;;;;NMEA message parser not found for GRM.
33383;RMC;12/26/2016 11:00:32 PM;49.2097094333333;16.5997419166667;;;;
33384;;;;;;;;NMEA message parser not found for RMB.
33385;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33386;GSA;;;;;;;
33387;GSV;;;;;;;
33388;GSV;;;;;;;
33389;;;;;;;;NMEA message parser not found for GRM.
33390;RMC;12/26/2016 11:00:33 PM;49.2097068333333;16.59973225;;;;
33391;;;;;;;;NMEA message parser not found for RMB.
33392;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33393;GSA;;;;;;;
33394;GSV;;;;;;;
33395;GSV;;;;;;;
33396;;;;;;;;NMEA message parser not found for GRM.
33397;RMC;12/26/2016 11:00:34 PM;49.2097042333333;16.5997225833333;;;;
33398;;;;;;;;NMEA message parser not found for RMB.
33399;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33400;GSA;;;;;;;
33401;GSV;;;;;;;
33402;GSV;;;;;;;
33403;;;;;;;;NMEA message parser not found for GRM.
33404;RMC;12/26/2016 11:00:35 PM;49.2097016333333;16.5997129333333;;;;
33405;;;;;;;;NMEA message parser not found for RMB.
33406;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33407;GSA;;;;;;;
33408;GSV;;;;;;;
33409;GSV;;;;;;;
33410;;;;;;;;NMEA message parser not found for GRM.
33411;RMC;12/26/2016 11:00:36 PM;49.2096990333333;16.5997032666667;;;;
33412;;;;;;;;NMEA message parser not found for RMB.
33413;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33414;GSA;;;;;;;
33415;GSV;;;;;;;
33416;GSV;;;;;;;
33417;;;;;;;;NMEA message parser not found for GRM.
33418;RMC;12/26/2016 11:00:37 PM;49.2096964333333;16.5996936;;;;
33419;;;;;;;;NMEA message parser not found for RMB.
33420;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33421;GSA;;;;;;;
33422;GSV;;;;;;;
33423;GSV;;;;;;;
33424;;;;;;;;NMEA message parser not found for GRM.
33425;RMC;12/26/2016 11:00:38 PM;49.2096938333333;16.5996839333333;;;;
33426;;;;;;;;NMEA message parser not found for RMB.
33427;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33428;GSA;;;;;;;
33429;GSV;;;;;;;
33430;GSV;;;;;;;
33431;;;;;;;;NMEA message parser not found for GRM.
33432;RMC;12/26/2016 11:00:39 PM;49.2096912166667;16.5996742666667;;;;
33433;;;;;;;;NMEA message parser not found for RMB.
33434;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33435;GSA;;;;;;;
33436;GSV;;;;;;;
33437;GSV;;;;;;;
33438;;;;;;;;NMEA message parser not found for GRM.
33439;RMC;12/26/2016 11:00:40 PM;49.2096886166667;16.5996646;;;;
33440;;;;;;;;NMEA message parser not found for RMB.
33441;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33442;GSA;;;;;;;
33443;GSV;;;;;;;
33444;GSV;;;;;;;
33445;;;;;;;;NMEA message parser not found for GRM.
33446;RMC;12/26/2016 11:00:41 PM;49.2096860166667;16.5996549333333;;;;
33447;;;;;;;;NMEA message parser not found for RMB.
33448;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33449;GSA;;;;;;;
33450;GSV;;;;;;;
33451;GSV;;;;;;;
33452;;;;;;;;NMEA message parser not found for GRM.
33453;RMC;12/26/2016 11:00:42 PM;49.2096834166667;16.5996452666667;;;;
33454;;;;;;;;NMEA message parser not found for RMB.
33455;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33456;GSA;;;;;;;
33457;GSV;;;;;;;
33458;GSV;;;;;;;
33459;;;;;;;;NMEA message parser not found for GRM.
33460;RMC;12/26/2016 11:00:43 PM;49.2096808166667;16.5996356;;;;
33461;;;;;;;;NMEA message parser not found for RMB.
33462;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
33463;GSA;;;;;;;
33464;GSV;;;;;;;
33465;GSV;;;;;;;
33466;;;;;;;;NMEA message parser not found for GRM.
33467;RMC;12/26/2016 11:00:44 PM;49.2096782166667;16.5996259333333;;;;
